name,line
Peppa Pig,[closes her eyes] 1....2....3....4....5....6
Narrator," George has found some where to hide, just in time."
Peppa Pig," 8...9...10. [opens here eyes] Ready or not, here i come."
Narrator, Peppa has to find where George is hiding.
Peppa Pig,[tags him] Found you.
Narrator, Peppa has found George.
Peppa Pig," George, i could see you too easily."
Narrator, Now it is Peppa's turn to hide.
George," [closes his eyes,trying to count] 1... um... 3"
Mommy,"[while reading a book] I'll help George to count. 1...2...3...4...5.[while Mommy Pig is counting, Peppa starts looking for a place to hide. She runs upstairs and into her and George's room. She empties all the toys from her toy bin and hides in the basket.] ..6...7...8...9...10"
Mommy," Ok George, open your eyes."
Narrator, George has to find where Peppa is hiding.
George, oh....
Narrator, Peppa isn't hiding under the table
Daddy," [Whispering] George, have you thought of looking upstairs?"
Narrator, Peppa isn't under the bed.
Narrator, What was that strange noise?
Narrator, Peppa isn't behind the curtain.
Narrator," There is that strange noise again, what can it be?"
Peppa Pig, Weee!!
Narrator, George has found where Peppa is hiding.
Peppa Pig, George found me! Now it's Daddy's turn to hide.
Daddy, oh i think George should have another turn.
Peppa Pig, But George isn't very good at hiding.
Daddy, I'm sure he'll be better this time. Close your eyes and start counting.
Peppa Pig, [closes her eyes and starts counting again] 1...2...
Narrator," Oh Dear, Peppa will easily find George."
Peppa Pig, 3...4...5....
Daddy," [Whispering to George] George, come over here."
Peppa Pig, 8...9...10. [opens her eyes] Ready or not here i come!
Peppa Pig, Oh? George isn't hiding under the table. but George always hides under the table.
Daddy, have you thought of looking upstairs?
Peppa Pig, I know where he is! [Peppa runs upstairs and into her room and starts to look in the toy basket she hid in] George is in the toy basket.
Peppa Pig, Oh.
Narrator, George is not in the toy basket. Where can he be?
Narrator, Peppa cannot find George anywhere.
Peppa Pig," Daddy, I can't find George anywhere."
Daddy," Oh dear, i wonder where he can be."
Daddy," Actually, I think there's something about George in this newspaper."
Peppa Pig, George! Found you! [tags George]
Mommy," Oh George, that was a good place to hide."
Narrator, George was hiding behind Daddy Pig's Newspaper all the time. 
Suzy Sheep," Don't worry, mommy, we can look after the house while you're away."
Mummy Sheep," That's a very kind of you, Suzy. We have a special babysitter coming."
ALL, Hello
Suzy Sheep, Time for a tea
Suzy Sheep, No football In the house
Narrator, Peppa and her friends are at playgroup. They are dressed up in costumes from different countries.
Madame Gazelle, Today is International Day! When we celebrate all the countries of the world.
Narrator, Peppa is dressed as France.
France, I'm France!
Narrator, George is Russia.
Narrator, Pedro is America.
America, Ye-haw!
Narrator, Zoë is Japan.
Japan, Konichiwa!
Narrator, Suzy is Holland.
Holland, Hallo! That's Dutch for hello!
Holland," Madame Gazelle,What do all the countries of the world do?"
Madame Gazelle, They sing the song of Harmony together!
All, Hooray!
France, I like singing!
Holland, So do I!
Madame Gazelle, Does everyone remember the words?
All," Yes, Madame Gazelle"
All," (singing) Peace and Harmony in all the world, Peace and Harmony in all the world, Peace and Harmony in all the world, Peace and Harmony."
Madame Gazelle," Lovely! and later, We will sing that for your mommies & daddies"
Narrator, It is playtime.
Madame Gazelle," Enjoy yourselves, Play nicely together!"
Narrator, United Kingdom is on the slide.
United Kingdom, Whee!
Narrator, France and Switzerland are on the swings. Germany is playing hopscotch.
Germany," 1, 2, 3..."
Narrator," America, Russia, Spain and Greece are on the sandpit. Here are Holland and Japan."
America, I'm building a big sandcastle. Yeehaw!
Holland, (clears throat) Now it's our turn in the sandpit.
America, Why?
Holland, Because you've had your turn. You can play on the slide now.
America, But we want to play here!
Greece, (They're all crying.)
Narrator," Oh, dear. There is not enough room in the sandpit for more than 4 countries."
South Africa, What's going on?
Holland, It's our turn to play in the sandpit!
America, But we are here first?
France, Is Suzy being a bit bossy?!
Holland, George started it!
France," Leave George alone, he's only little!"
United Kingdom," (He blows a whistle.) Ello, Ello, Ello, what's all this noise about then?!"
America, They're trying to push us out of the sandpit!
Holland, No We're not!
France, Yes you are!
Holland, George started it!
All, (They're yelling cause they're arguing.)
Narrator," Oh dear, the countries of the world are not playing nicely together!"
Madame Gazelle," (singing.) Peace and harmony in all the... (She stopped singing.) w-what?! What's all that noise?! (She opens the door & hears the gang arguing.) Oh no, the countries are fighting!"
Holland, You can't play in the sandpit!
America, Yes we can!
Mexico, It's not fair!
Switzerland, Stop arguing!
France," Suzy, You're always telling people what to do!"
Holland, No i am not!
Madame Gazelle, Children! Children! What is happening?
Holland," America, Russia, Spain, and Greece won't share the sandpit!"
France, Holland is being bossy!
Holland, You're the bossy one!
Madame Gazelle, That is enough! Is this how you think the countries of the world behave?!
France," Um, don't they?"
Madame Gazelle, Of course not!
All," Sorry, Madame Gazelle."
Narrator, Mr. Zebra the postman is delivering a letter to Peppa's house.
Mummy Pig," Ooh, look! Someone's got a party invitation. [She picks up the invitation. Peppa and George run to her.]"
Peppa Pig, (Snort!) It must be for me!
Mummy Pig," It says: ""To George Pig from Edmond Elephant. Please come to my party."""
Peppa Pig, Doesn't it say George and Peppa?
Mummy Pig," No, Just George."
Peppa Pig," Hmph, I didn't want to go to a silly baby party anyway."
Mummy Pig," Hello? Oh, it's for you, Peppa, it's Emily Elephant. (She hands the phone to Peppa.)"
Peppa Pig, Hello.
Emily, Hello Peppa! Do you want to come to Edmond's party as my friend?
Peppa Pig," Oh, Goody! [She puts the phone down.]"
Narrator, Everyone is here for Edmond Elephant's Party.
Mummy Elephant," Oh, the helpers are here."
Peppa Pig," Hello, Mrs. Elephant!"
Mummy Elephant, Let's get this party started!
Mummy Elephant, Who wants to play Musical Statues!
Toddlers, Yay!
Peppa Pig," This is what you do. [Danny puts on the Music Player, which plays ""Head, Shoulders, Knees and Toes"".] Dance when the music is playing and when it stops [Danny stops the Music Player], freeze like a statue."
Danny," Ready, Steady Go!"
Peppa Pig, Just dance already! [The Toddlers start dancing and giggling. Danny then turns off the music.]
Peppa Pig," You're moving, George, get out! [George cries and ran away. Richard squeaks.]"
Suzy," Richard and Edmond, get out. [Both of them cry and ran away.]"
Emily, So Zaza is the Winner! [She puts the medal on Zaza.]
Zaza, Hooray!
Danny, You got a medal!
Suzy, It's made of real plastic gold! [Zaza Laughs. The other toddlers start crying.]
Emily, Musical Statues is finished.
Mummy Elephant, Lovely.
Danny," When the music plays, pass the parcel round."
Peppa Pig," When the music stops, take some paper off."
Suzy," Ready, Steady, Go!"
Peppa Pig," George, pass the parcel!"
Narrator, Edmond has got a medal. [He puts the medal on himself and giggles.]
Peppa Pig," Hurry up, Richard."
Danny, Just take the paper off.
Narrator, Richard has got a medal. [Richard puts the medal on himself and giggles.]
Narrator," George has got a medal. [George puts the Medal on himself, then he snorts and giggles.]"
Suzy, Pass the Parcel! [George and Zuzu continue to fight over the Parcel.]
Narrator," Oh, Dear, George isn't passing the parcel!"
Peppa Pig," [looks cross] No, George! That's Zaza's* medal!"
Peppa Pig, It's a giant teddy!
Narrator, Edmond has won.
Emily," Mummy, Pass the Parcel is finished."
Mummy Elephant," Urm, Lovely. Now it's time for food."
Peppa Pig," Hooray! [As the others run into the kitchen. The toddlers follow, and are surprised to see the bigger kids have their spots.]"
Narrator," Oh, the helpers have taken all the seats. [All the toddlers cry.]"
Peppa Pig," Oh, Yes!"
Peppa Pig, We're the helpers!
George," Juice, Please!"
Richard," Juice, Please!"
Edmond," Juice, Please!"
Zuzu or Zaza," Jelly, Please!"
Zuzu or Zaza, Jelly! Jelly!
Richard," More, Please! [Danny looks at the viewers in embarrassment. Mummy Elephant appears holding a Birthday Cake, the lights are dimmed.]"
Mummy Elephant," Happy Birthday, Edmond."
Narrator, It is the end of the party.
Mummy Elephant," Thank you to the helpers, you all worked really hard. [All the older kids are tired out.]"
Peppa Pig," Yes, it's not easy looking after little children."
Suzy, (Sighs) I need to lie down!
Danny, I need a holiday!
Fun Fact, Peppa refers to Zuzu as Zaza. The reason why it’s displayed as Zaza already got a medal and Zuzu didn’t. Both twins are identical.)
Narrator, Peppa and George have been sailing with Granny and Grandpa Pig.
Narrator," It is a rainy day, and the school roof has a hole in it."
Madame Gazelle, Children! We are going to have a jumble sale. The money we raise will pay for a new school roof.
The Children, Hurrah!
Madame Gazelle, Everyone has to bring something for the jumble sale.
Peppa Pig, What should we bring?
Madame Gazelle, You can bring an old toy or something you don't use any more.
Narrator, The parents come to pick up the children.
Madame Gazelle, Home time! Don't forget your old toys for the jumble sale tommorrow.
Transcript, Peppa's house)
Narrator, Peppa is choosing a toy for the jumble sale.
Daddy Pig," Peppa, have you decided?"
Peppa Pig, Erm.......
Daddy Pig, You only have to choose one toy.
Mummy Pig," Yes, and it will help pay for a new school roof."
Peppa Pig, Okay. I'm going to give Mr. Dinosaur.
George, (He's crying.)
Narrator, Mr. Dinosaur is George's Favorite Toy!
Mummy Pig, Peppa! You can't give away Mr. Dinosaur.
Peppa Pig, Can't I?
 Daddy Pig, No.
Peppa Pig," Oh bother! Sorry, George."
George, Dinosaur!
Daddy Pig, Why don't you give your old jack-in-a-box.
Peppa Pig," Ok. Now, it's your turn, Daddy."
Daddy Pig, What?
Peppa Pig, We must all give something to the jumble sale.
Mummy Pig, I'm giving this hat and George is giving this ball.
Peppa Pig," So what shall Daddy give? I know, The television!"
Daddy Pig, Not the Telly!
Peppa Pig," No! It's too useful. Erm, I know! Daddy's smelly slippers. No! Too smelly. I know! Daddy's old chair."
Daddy Pig, But that's an antique.
Peppa Pig, What does antique mean?
Daddy Pig, Antique means it's very old and valuable.
Mummy Pig," But you found it on a rubbish tip, Daddy Pig. It's worthless"
Daddy Pig, It'll be worth a lots of money when i mend it.
Mummy Pig," You've been saying that for ages, Daddy Pig."
Daddy Pig, I know. I'll give these lovely socks that Granny Pig made me.
Peppa Pig, Good!
Transcript," School, outside)"
Madame Gazelle, I've come to collect your things for the jumble sale.
Peppa Pig, Here they are.
Madame Gazelle, Thank you!
Mummy Pig, And would you like this old chair?
Madame Gazelle," Oh, most generous! Goodbye."
Peppa Pig, Bye! Bye!
Peppa Pig," Mummy, you gave away Daddy's Chair!"
Mummy Pig, Shh! Don't tell him. He'll never notice.
Narrator, It is the day of the jumble sale.
Miss Rabbit, Hello!
Peppa Pig," Hello, Miss Rabbit."
Miss Rabbit," Peppa, how about this chair? It's a bit rubbish but you can chop it up for firewood."
Peppa Pig, But it's an antique.
Miss Rabbit, Is it?
Peppa Pig, Daddy said it's worth lots of money.
Miss Rabbit," Well, I never. i'd better put the price up."
Peppa Pig," Bye. (Last Day after the Jumble Sale...) Hello, everyone!"
All," Hello, Peppa!"
Peppa Pig," What did you give, Suzy?"
Suzy, I'm gave my nurse's outfit.
Pedro, I'm gave my parrot balloon.
Zoe," I'm gave my toy monkey! Ooo, ooo, ooo!"
Peppa Pig," Oh, I will miss my Jack in a box! Can i buy this Jack-in-a-box, please?"
Suzy, And I'd like this nurse's outfit.
Pedro, The parrot balloon please.
Peppa Pig," Mummy, Mummy, look what we've bought."
Mummy Pig, All your old toys!
Suzy, We missed them.
Daddy Pig, Look what I've bought! It's an antique chair!
Mama Pig," Oh, Daddy Pig! that's not an antique chair."
Daddy Pig, It is! Miss Rabbit just said so. And it matches my old one.
Peppa Pig," Yes, Daddy, that's because-"
Mummy Pig, Shh! Peppa!
Peppa Pig, it is your old chair.
Daddy Pig, What? But Miss Rabbit has just charged me lots of money for it!
Madame Gazelle," Fantastic news, everybody! We have just raised all the money we need for a new school roof."
All, Hurrah!
Madame Gazelle," Thank you, Daddy Pig."
Daddy Pig, You're most welcome.
Narrator," It is a rainy day, and the school roof has a hole in it."
Madame Gazelle, Children! We are going to have a jumble sale. The money we raise will pay for a new school roof.
The Children, Hurrah!
Madame Gazelle, Everyone has to bring something for the jumble sale.
Peppa Pig, What should we bring?
Madame Gazelle, You can bring an old toy or something you don't use any more.
Narrator, The parents come to pick up the children.
Madame Gazelle, Home time! Don't forget your old toys for the jumble sale tommorrow.
Transcript, Peppa's house)
Narrator, Peppa is choosing a toy for the jumble sale.
Daddy Pig," Peppa, have you decided?"
Peppa Pig, Erm.......
Daddy Pig, You only have to choose one toy.
Mummy Pig," Yes, and it will help pay for a new school roof."
Peppa Pig, Okay. I'm going to give Mr. Dinosaur.
George, (He's crying.)
Narrator, Mr. Dinosaur is George's Favorite Toy!
Mummy Pig, Peppa! You can't give away Mr. Dinosaur.
Peppa Pig, Can't I?
 Daddy Pig, No.
Peppa Pig," Oh bother! Sorry, George."
George, Dinosaur!
Daddy Pig, Why don't you give your old jack-in-a-box.
Peppa Pig," Ok. Now, it's your turn, Daddy."
Daddy Pig, What?
Peppa Pig, We must all give something to the jumble sale.
Mummy Pig, I'm giving this hat and George is giving this ball.
Peppa Pig," So what shall Daddy give? I know, The television!"
Daddy Pig, Not the Telly!
Peppa Pig," No! It's too useful. Erm, I know! Daddy's smelly slippers. No! Too smelly. I know! Daddy's old chair."
Daddy Pig, But that's an antique.
Peppa Pig, What does antique mean?
Daddy Pig, Antique means it's very old and valuable.
Mummy Pig," But you found it on a rubbish tip, Daddy Pig. It's worthless"
Daddy Pig, It'll be worth a lots of money when i mend it.
Mummy Pig," You've been saying that for ages, Daddy Pig."
Daddy Pig, I know. I'll give these lovely socks that Granny Pig made me.
Peppa Pig, Good!
Transcript," School, outside)"
Madame Gazelle, I've come to collect your things for the jumble sale.
